StationKey,Type,LocationName,ID,Zip,ZipID,Latitude,Longitude,City,State,Country,AirportRank
JSDA,Station,JSDA,JSDA,6908,ZIP: 6908,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6909,ZIP: 6909,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6910,ZIP: 6910,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6911,ZIP: 6911,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6912,ZIP: 6912,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6913,ZIP: 6913,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6914,ZIP: 6914,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6915,ZIP: 6915,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6916,ZIP: 6916,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6917,ZIP: 6917,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6918,ZIP: 6918,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6919,ZIP: 6919,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6920,ZIP: 6920,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6921,ZIP: 6921,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6922,ZIP: 6922,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6923,ZIP: 6923,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6924,ZIP: 6924,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6925,ZIP: 6925,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6926,ZIP: 6926,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6927,ZIP: 6927,null,null,STAMFORD,null,United States,null
JSDA,Station,JSDA,JSDA,6928,ZIP: 6928,null,null,STAMFORD,null,United States,null
GMVA,Station,UMMA,UMMA,7000,ZIP: 7000,null,null,FAIRFIELD,null,United States,null
LDJA,Station,LDJA,LDJA,7001,ZIP: 7001,40.58338,-74.27004,AVENEL,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7002,ZIP: 7002,40.66464,-74.10867,BAYONNE,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7003,ZIP: 7003,40.80999,-74.18679,BLOOMFIELD,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7004,ZIP: 7004,40.88278,-74.30415,FAIRFIELD,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7005,ZIP: 7005,40.92947,-74.421,BOONTON,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7006,ZIP: 7006,40.85215,-74.28167,CALDWELL,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7007,ZIP: 7007,null,null,CALDWELL,null,United States,null
LDJA,Station,LDJA,LDJA,7008,ZIP: 7008,40.58474,-74.22843,CARTERET,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7009,ZIP: 7009,40.85651,-74.22874,CEDAR GROVE,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7010,ZIP: 7010,40.82211,-73.98794,CLIFFSIDE PARK,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7011,ZIP: 7011,40.87848,-74.14478,CLIFTON,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7012,ZIP: 7012,40.84745,-74.15983,CLIFTON,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7013,ZIP: 7013,40.8691,-74.17277,CLIFTON,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7014,ZIP: 7014,40.83149,-74.1355,CLIFTON,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7015,ZIP: 7015,null,null,CLIFTON,null,United States,null
CDWA,Station,KBCA,KBCA,7016,ZIP: 7016,40.65643,-74.30357,CRANFORD,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7017,ZIP: 7017,40.77217,-74.20708,AMPERE,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7018,ZIP: 7018,40.75588,-74.21778,BRICK CHURCH,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7019,ZIP: 7019,null,null,EAST ORANGE,null,United States,null
JSLA,Station,JSLA,JSLA,7020,ZIP: 7020,40.82366,-73.97397,EDGEWATER,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7021,ZIP: 7021,40.82686,-74.27973,ESSEX FELLS,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7022,ZIP: 7022,40.81818,-74.00221,FAIRVIEW,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7023,ZIP: 7023,40.64173,-74.38568,FANWOOD,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7024,ZIP: 7024,40.8508,-73.97123,FORT LEE,New Jersey,United States,null
JSLA,Station,TEBA,TEBA,7026,ZIP: 7026,40.87859,-74.10813,GARFIELD,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7027,ZIP: 7027,40.65138,-74.32312,GARWOOD,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7028,ZIP: 7028,40.80407,-74.20433,GLEN RIDGE,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7029,ZIP: 7029,40.7437,-74.15396,EAST NEWARK,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7030,ZIP: 7030,40.74522,-74.03217,HOBOKEN,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7031,ZIP: 7031,40.78748,-74.12719,NORTH ARLINGTON,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7032,ZIP: 7032,40.75373,-74.12032,KEARNY,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7033,ZIP: 7033,40.67811,-74.28901,KENILWORTH,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7034,ZIP: 7034,40.87968,-74.37989,LAKE HIAWATHA,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7035,ZIP: 7035,40.92535,-74.30489,LINCOLN PARK,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7036,ZIP: 7036,40.62524,-74.23892,LINDEN,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7039,ZIP: 7039,40.7855,-74.32908,LIVINGSTON,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7040,ZIP: 7040,40.73061,-74.26963,MAPLECREST,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7041,ZIP: 7041,40.72308,-74.30068,MILLBURN,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7042,ZIP: 7042,40.81369,-74.21768,MONTCLAIR,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7043,ZIP: 7043,40.84431,-74.20045,MONTCLAIR,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7044,ZIP: 7044,40.83223,-74.24291,VERONA,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7045,ZIP: 7045,40.91072,-74.36767,LOWER MONTVILLE,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7046,ZIP: 7046,40.89064,-74.44053,MOUNTAIN LAKES,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7047,ZIP: 7047,40.79358,-74.02613,NORTH BERGEN,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7050,ZIP: 7050,40.76817,-74.23485,ORANGE,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7051,ZIP: 7051,null,null,ORANGE,null,United States,null
MMUA,Station,MMUA,MMUA,7052,ZIP: 7052,40.7893,-74.26283,TOWN CENTER,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7054,ZIP: 7054,40.85565,-74.40225,PARSIPPANY,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7055,ZIP: 7055,40.8575,-74.12821,PASSAIC,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7057,ZIP: 7057,40.85349,-74.10674,WALLINGTON,New Jersey,United States,null
MMUA,Station,CBZA,CBZA,7058,ZIP: 7058,40.86728,-74.34275,PINE BROOK,New Jersey,United States,null
JVIA,Station,AKKA,AKKA,7059,ZIP: 7059,40.63237,-74.51459,WARREN,New Jersey,United States,null
JVIA,Station,AKKA,AKKA,7060,ZIP: 7060,40.61635,-74.42166,MUHLENBERG,New Jersey,United States,null
JVIA,Station,AKKA,AKKA,7061,ZIP: 7061,null,null,NORTH PLAINFIELD,null,United States,null
JVIA,Station,AKKA,AKKA,7062,ZIP: 7062,40.63162,-74.40333,NETHERWOOD,New Jersey,United States,null
JVIA,Station,AKKA,AKKA,7063,ZIP: 7063,40.60514,-74.4461,NORTH PLAINFIELD,New Jersey,United States,null
LDJA,Station,LDJA,LDJA,7064,ZIP: 7064,40.56812,-74.24811,PORT READING,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7065,ZIP: 7065,40.60771,-74.2807,RAHWAY,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7066,ZIP: 7066,40.62022,-74.31357,CLARK,New Jersey,United States,null
LDJA,Station,LDJA,LDJA,7067,ZIP: 7067,40.59263,-74.31483,COLONIA,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7068,ZIP: 7068,40.82073,-74.30866,ROSELAND,New Jersey,United States,null
JVIA,Station,AKKA,AKKA,7069,ZIP: 7069,40.64247,-74.43952,PLAINFIELD,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7070,ZIP: 7070,40.82017,-74.10566,RUTHERFORD,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7071,ZIP: 7071,40.79635,-74.10991,LYNDHURST,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7072,ZIP: 7072,40.82467,-74.06105,CARLSTADT,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7073,ZIP: 7073,40.81803,-74.08538,EAST RUTHERFORD,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7074,ZIP: 7074,40.8399,-74.05672,MOONACHIE,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7075,ZIP: 7075,40.85076,-74.08776,WOOD RIDGE,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7076,ZIP: 7076,40.63304,-74.37392,SCOTCH PLAINS,New Jersey,United States,null
LDJA,Station,LDJA,LDJA,7077,ZIP: 7077,40.55409,-74.25501,SEWAREN,New Jersey,United States,null
MMUA,Station,MMUA,MMUA,7078,ZIP: 7078,40.74207,-74.33378,SHORT HILLS,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7079,ZIP: 7079,40.74912,-74.26016,SOUTH ORANGE,New Jersey,United States,null
LDJA,Station,LDJA,LDJA,7080,ZIP: 7080,40.57481,-74.41531,SOUTH PLAINFIELD,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7081,ZIP: 7081,40.69948,-74.32543,BALTUSROL,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7082,ZIP: 7082,40.92641,-74.34534,TOWACO,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7083,ZIP: 7083,40.69419,-74.26895,CHESTNUT,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7086,ZIP: 7086,40.76808,-74.02087,UNION CITY,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7087,ZIP: 7087,40.76736,-74.03227,SUMMIT AVENUE,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7088,ZIP: 7088,40.71787,-74.2849,VAUXHALL,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7090,ZIP: 7090,40.65154,-74.34327,WESTFIELD,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7091,ZIP: 7091,null,null,WESTFIELD,null,United States,null
CDWA,Station,KBCA,KBCA,7092,ZIP: 7092,40.68103,-74.36024,MOUNTAINSIDE,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7093,ZIP: 7093,40.78809,-74.01145,GUTTENBERG,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7094,ZIP: 7094,40.78098,-74.0661,MOONACHIE,New Jersey,United States,null
LDJA,Station,LDJA,LDJA,7095,ZIP: 7095,40.55369,-74.28641,WOODBRIDGE,New Jersey,United States,null
JSLA,Station,JSLA,JSLA,7096,ZIP: 7096,null,null,PLAZA,null,United States,null
JSLA,Station,AIYA,AIYA,7097,ZIP: 7097,null,null,JERSEY CITY,null,United States,null
CDWA,Station,VAKA,VAKA,7099,ZIP: 7099,null,null,KEARNY,null,United States,null
CDWA,Station,VAKA,VAKA,7101,ZIP: 7101,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7102,ZIP: 7102,40.73591,-74.17355,ACADEMY,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7103,ZIP: 7103,40.73869,-74.19554,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7104,ZIP: 7104,40.76734,-74.16831,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7105,ZIP: 7105,40.72288,-74.13883,IRONBOUND,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7106,ZIP: 7106,40.7418,-74.2304,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7107,ZIP: 7107,40.76182,-74.18655,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7108,ZIP: 7108,40.72312,-74.20016,CLINTON HILL,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7109,ZIP: 7109,40.79496,-74.16165,BELLEVILLE,New Jersey,United States,null
JSLA,Station,JPJA,JPJA,7110,ZIP: 7110,40.81924,-74.15708,NEWARK,New Jersey,United States,null
CDWA,Station,CDWA,CDWA,7111,ZIP: 7111,40.7243,-74.23168,IRVINGTON,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7112,ZIP: 7112,40.70946,-74.20955,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7113,ZIP: 7113,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7114,ZIP: 7114,40.69995,-74.16405,NEWARK,New Jersey,United States,null
CDWA,Station,VAKA,VAKA,7115,ZIP: 7115,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7116,ZIP: 7116,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7117,ZIP: 7117,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7118,ZIP: 7118,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7119,ZIP: 7119,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7120,ZIP: 7120,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7121,ZIP: 7121,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7122,ZIP: 7122,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7123,ZIP: 7123,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7124,ZIP: 7124,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7125,ZIP: 7125,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7126,ZIP: 7126,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7127,ZIP: 7127,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7128,ZIP: 7128,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7129,ZIP: 7129,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7130,ZIP: 7130,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7131,ZIP: 7131,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7132,ZIP: 7132,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7133,ZIP: 7133,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7134,ZIP: 7134,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7135,ZIP: 7135,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7136,ZIP: 7136,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7137,ZIP: 7137,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7138,ZIP: 7138,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7139,ZIP: 7139,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7140,ZIP: 7140,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7141,ZIP: 7141,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7142,ZIP: 7142,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7143,ZIP: 7143,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7144,ZIP: 7144,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7145,ZIP: 7145,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7146,ZIP: 7146,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7147,ZIP: 7147,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7148,ZIP: 7148,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7149,ZIP: 7149,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7150,ZIP: 7150,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7151,ZIP: 7151,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7152,ZIP: 7152,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7153,ZIP: 7153,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7154,ZIP: 7154,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7155,ZIP: 7155,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7156,ZIP: 7156,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7157,ZIP: 7157,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7158,ZIP: 7158,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7159,ZIP: 7159,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7160,ZIP: 7160,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7161,ZIP: 7161,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7162,ZIP: 7162,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7163,ZIP: 7163,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7164,ZIP: 7164,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7165,ZIP: 7165,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7166,ZIP: 7166,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7167,ZIP: 7167,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7168,ZIP: 7168,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7169,ZIP: 7169,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7170,ZIP: 7170,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7171,ZIP: 7171,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7172,ZIP: 7172,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7173,ZIP: 7173,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7174,ZIP: 7174,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7175,ZIP: 7175,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7176,ZIP: 7176,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7177,ZIP: 7177,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7178,ZIP: 7178,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7179,ZIP: 7179,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7180,ZIP: 7180,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7181,ZIP: 7181,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7182,ZIP: 7182,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7183,ZIP: 7183,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7184,ZIP: 7184,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7185,ZIP: 7185,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7186,ZIP: 7186,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7187,ZIP: 7187,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7188,ZIP: 7188,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7189,ZIP: 7189,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7190,ZIP: 7190,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7191,ZIP: 7191,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7192,ZIP: 7192,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7193,ZIP: 7193,null,null,CHEMICAL BANK,null,United States,null
CDWA,Station,VAKA,VAKA,7194,ZIP: 7194,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7195,ZIP: 7195,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7196,ZIP: 7196,null,null,AMERICAN EXPRESS CO,null,United States,null
CDWA,Station,VAKA,VAKA,7197,ZIP: 7197,null,null,NEWARK,null,United States,null
CDWA,Station,VAKA,VAKA,7198,ZIP: 7198,null,null,IRVING TRUST CO,null,United States,null
CDWA,Station,VAKA,VAKA,7199,ZIP: 7199,null,null,MERRILL LYNCH INC,null,United States,null
CDWA,Station,EDTA,EDTA,7200,ZIP: 7200,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7201,ZIP: 7201,40.672,-74.17661,BETSYTOWN,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7202,ZIP: 7202,40.65255,-74.21616,BAYWAY,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7203,ZIP: 7203,40.65269,-74.25994,ROSELLE,New Jersey,United States,null
CDWA,Station,KBCA,KBCA,7204,ZIP: 7204,40.66531,-74.2665,ROSELLE PARK,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7205,ZIP: 7205,40.69616,-74.22859,HILLSIDE,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7206,ZIP: 7206,40.65183,-74.18418,ELIZABETH,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7207,ZIP: 7207,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7208,ZIP: 7208,40.67419,-74.2251,ELIZABETH,New Jersey,United States,null
CDWA,Station,ANNA,ANNA,7209,ZIP: 7209,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7210,ZIP: 7210,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7211,ZIP: 7211,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7212,ZIP: 7212,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7213,ZIP: 7213,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7214,ZIP: 7214,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7215,ZIP: 7215,null,null,ELIZABETH,null,United States,null
CDWA,Station,ANNA,ANNA,7216,ZIP: 7216,null,null,ELIZABETH,null,United States,null
EWRE,Station,EWRE,EWRE,7278,ZIP: 7278,null,null,NEWARK,null,United States,null
JSLA,Station,AIYA,AIYA,7301,ZIP: 7301,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7302,ZIP: 7302,40.71978,-74.04681,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7303,ZIP: 7303,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7304,ZIP: 7304,40.71648,-74.07355,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7305,ZIP: 7305,40.69847,-74.08054,ELLIS ISLAND,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7306,ZIP: 7306,40.73458,-74.07178,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7307,ZIP: 7307,40.75176,-74.05631,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7308,ZIP: 7308,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7309,ZIP: 7309,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7310,ZIP: 7310,40.73063,-74.03787,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7311,ZIP: 7311,40.71909,-74.03293,JERSEY CITY,New Jersey,United States,null
JSLA,Station,AIYA,AIYA,7390,ZIP: 7390,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7395,ZIP: 7395,null,null,JERSEY CITY,null,United States,null
JSLA,Station,AIYA,AIYA,7399,ZIP: 7399,null,null,JERSEY CITY,null,United States,null
GMVA,Station,XKGA,XKGA,7400,ZIP: 7400,null,null,WAYNE,null,United States,null
GMVA,Station,GMVA,GMVA,7401,ZIP: 7401,41.03319,-74.13328,ALLENDALE,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7403,ZIP: 7403,41.02126,-74.33188,BLOOMINGDALE,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7405,ZIP: 7405,40.98646,-74.38308,BUTLER,New Jersey,United States,null
JSLA,Station,TEBA,TEBA,7407,ZIP: 7407,40.90494,-74.12005,ELMWOOD PARK,New Jersey,United States,null
JSLA,Station,MSVA,MSVA,7408,ZIP: 7408,null,null,ELMWOOD PARK,null,United States,null
JSLA,Station,TEBA,TEBA,7410,ZIP: 7410,40.93588,-74.1177,FAIR LAWN,New Jersey,United States,null
ARXA,Station,HWIA,HWIA,7416,ZIP: 7416,41.11589,-74.59775,FRANKLIN,New Jersey,United States,null
GMVA,Station,GMVA,GMVA,7417,ZIP: 7417,41.00857,-74.20831,FRANKLIN LAKES,New Jersey,United States,null
ARXA,Station,HWIA,HWIA,7418,ZIP: 7418,41.2386,-74.48738,GLENWOOD,New Jersey,United States,null
ARXA,Station,HWIA,HWIA,7419,ZIP: 7419,41.15321,-74.56813,HAMBURG,New Jersey,United States,null
GMVA,Station,PSBA,PSBA,7420,ZIP: 7420,41.03255,-74.30119,HASKELL,New Jersey,United States,null
GMVA,Station,PSBA,PSBA,7421,ZIP: 7421,41.16582,-74.36312,AWOSTING,New Jersey,United States,null
ARXA,Station,HWIA,HWIA,7422,ZIP: 7422,41.1816,-74.44914,HIGHLAND LAKES,New Jersey,United States,null
GMVA,Station,GMVA,GMVA,7423,ZIP: 7423,41.0001,-74.09724,HO HO KUS,New Jersey,United States,null
GMVA,Station,UMMA,UMMA,7424,ZIP: 7424,40.88374,-74.20587,GREAT NOTCH,New Jersey,United States,null
ARXA,Station,HWIA,HWIA,7428,ZIP: 7428,null,null,MC AFEE,null,United States,null
GMVA,Station,GMVA,GMVA,7430,ZIP: 7430,41.08162,-74.18566,MAHWAH,New Jersey,United States,null
GMVA,Station,GMVA,GMVA,7432,ZIP: 7432,40.99515,-74.14108,MIDLAND PARK,New Jersey,United States,null
