StationKey,Type,LocationName,ID,Zip,ZipID,Latitude,Longitude,City,State,Country,AirportRank
SABA,Station,SABA,SABA,44,ZIP: 44,null,null,COLORADO SPRINGS,null,United States,null
ISPA,Station,COPA,COPA,501,ZIP: 501,null,null,HOLTSVILLE,null,United States,null
ISPA,Station,COPA,COPA,544,ZIP: 544,null,null,HOLTSVILLE,null,United States,null
PSEA,Station,PSEA,PSEA,601,ZIP: 601,18.18005,-66.75218,ADJUNTAS,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,602,ZIP: 602,18.36074,-67.17519,AGUADA,Puerto Rico,United States,null
AREA,Station,AREA,AREA,603,ZIP: 603,18.4544,-67.12201,AGUADILLA,Puerto Rico,United States,null
AREA,Station,AREA,AREA,604,ZIP: 604,null,null,AGUADILLA,null,United States,null
AREA,Station,AREA,AREA,605,ZIP: 605,null,null,AGUADILLA,null,United States,null
MAZA,Station,MAZA,MAZA,606,ZIP: 606,18.16721,-66.93828,MARICAO,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,610,ZIP: 610,18.29032,-67.12244,ANASCO,Puerto Rico,United States,null
AREA,Station,AREA,AREA,611,ZIP: 611,null,null,ANGELES,null,United States,null
AREA,Station,AREA,AREA,612,ZIP: 612,18.40699,-66.70805,ARECIBO,Puerto Rico,United States,null
AREA,Station,AREA,AREA,613,ZIP: 613,null,null,ARECIBO,null,United States,null
AREA,Station,AREA,AREA,614,ZIP: 614,null,null,ARECIBO,null,United States,null
AREA,Station,AREA,AREA,616,ZIP: 616,18.41752,-66.66814,BAJADERO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,617,ZIP: 617,18.44125,-66.55916,BARCELONETA,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,622,ZIP: 622,17.99174,-67.15248,BOQUERON,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,623,ZIP: 623,18.08354,-67.15418,CABO ROJO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,624,ZIP: 624,18.06465,-66.71823,PENUELAS,Puerto Rico,United States,null
AREA,Station,AREA,AREA,627,ZIP: 627,18.419,-66.86033,CAMUY,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,631,ZIP: 631,18.18555,-66.83327,CASTANER,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,636,ZIP: 636,null,null,ROSARIO,null,United States,null
PSEA,Station,PSEA,PSEA,637,ZIP: 637,18.0798,-66.94274,SABANA GRANDE,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,638,ZIP: 638,18.28905,-66.5151,CIALES,Puerto Rico,United States,null
AREA,Station,AREA,AREA,641,ZIP: 641,18.26408,-66.71376,UTUADO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,646,ZIP: 646,18.43401,-66.2833,DORADO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,647,ZIP: 647,17.96612,-66.94383,ENSENADA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,650,ZIP: 650,18.34321,-66.58601,FLORIDA,Puerto Rico,United States,null
AREA,Station,AREA,AREA,652,ZIP: 652,18.45542,-66.60635,GARROCHALES,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,653,ZIP: 653,17.98572,-66.89031,ENSENADA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,654,ZIP: 654,null,null,SAN JUAN,null,United States,null
PSEA,Station,PSEA,PSEA,655,ZIP: 655,null,null,GUAYAMA,null,United States,null
PSEA,Station,PSEA,PSEA,656,ZIP: 656,18.05281,-66.79182,GUAYANILLA,Puerto Rico,United States,null
AREA,Station,AREA,AREA,659,ZIP: 659,18.41069,-66.79648,HATILLO,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,660,ZIP: 660,18.13419,-67.11403,HORMIGUEROS,Puerto Rico,United States,null
AREA,Station,AREA,AREA,662,ZIP: 662,18.46208,-67.01444,ISABELA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,664,ZIP: 664,18.21151,-66.5889,JAYUYA,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,667,ZIP: 667,18.01227,-67.0409,LA PARGUERA,Puerto Rico,United States,null
AREA,Station,AREA,AREA,669,ZIP: 669,18.27102,-66.86982,LARES,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,670,ZIP: 670,18.23776,-66.98875,LAS MARIAS,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,674,ZIP: 674,18.42123,-66.49003,MANATI,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,676,ZIP: 676,18.37789,-67.08084,MOCA,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,677,ZIP: 677,18.3357,-67.23168,RINCON,Puerto Rico,United States,null
AREA,Station,AREA,AREA,678,ZIP: 678,18.4327,-66.92813,QUEBRADILLAS,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,680,ZIP: 680,18.16328,-67.36192,MAYAGUEZ,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,681,ZIP: 681,null,null,MAYAGUEZ,null,United States,null
MAZA,Station,MAZA,MAZA,682,ZIP: 682,18.22118,-67.15381,MAYAGUEZ,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,683,ZIP: 683,18.10998,-67.0373,SAN GERMAN,Puerto Rico,United States,null
MAZA,Station,MAZA,MAZA,685,ZIP: 685,18.33625,-66.97225,SAN SEBASTIAN,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,687,ZIP: 687,18.31708,-66.4203,MOROVIS,Puerto Rico,United States,null
AREA,Station,AREA,AREA,688,ZIP: 688,18.38056,-66.62425,SABANA HOYOS,Puerto Rico,United States,null
AREA,Station,AREA,AREA,690,ZIP: 690,18.49563,-67.09822,SAN ANTONIO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,692,ZIP: 692,18.40845,-66.33691,VEGA ALTA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,693,ZIP: 693,18.42132,-66.40012,VEGA BAJA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,694,ZIP: 694,18.48329,-66.39261,VEGA BAJA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,698,ZIP: 698,18.06727,-66.85273,YAUCO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,703,ZIP: 703,18.24843,-66.13117,AGUAS BUENAS,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,704,ZIP: 704,17.96719,-66.22013,AGUIRRE,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,705,ZIP: 705,18.12946,-66.26477,AIBONITO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,707,ZIP: 707,18.01813,-65.922,MAUNABO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,714,ZIP: 714,17.99854,-66.05606,ARROYO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,715,ZIP: 715,18.01174,-66.55987,MERCEDITA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,716,ZIP: 716,17.99942,-66.60014,PONCE,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,717,ZIP: 717,18.00342,-66.61325,PONCE,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,718,ZIP: 718,18.2333,-65.7611,NAGUABO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,719,ZIP: 719,18.2888,-66.25336,NARANJITO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,720,ZIP: 720,18.21772,-66.42816,OROCOVIS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,721,ZIP: 721,null,null,MAMEYES,null,United States,null
PSEA,Station,PSEA,PSEA,723,ZIP: 723,18.03237,-66.01233,PATILLAS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,725,ZIP: 725,18.21857,-66.04275,CAGUAS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,726,ZIP: 726,null,null,CAGUAS,null,United States,null
NRRA,Station,FAJA,FAJA,727,ZIP: 727,18.21496,-66.07356,CAGUAS,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,728,ZIP: 728,18.00627,-66.6612,PONCE,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,729,ZIP: 729,18.33113,-65.88722,CANOVANAS,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,730,ZIP: 730,18.03091,-66.61659,PONCE,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,731,ZIP: 731,18.09776,-66.63356,PONCE,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,732,ZIP: 732,null,null,PONCE,null,United States,null
PSEA,Station,PSEA,PSEA,733,ZIP: 733,null,null,PONCE,null,United States,null
PSEA,Station,PSEA,PSEA,734,ZIP: 734,null,null,PONCE,null,United States,null
NRRA,Station,FAJA,FAJA,735,ZIP: 735,18.25365,-65.68306,CEIBA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,736,ZIP: 736,18.10652,-66.15258,CAYEY,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,737,ZIP: 737,null,null,CAYEY,null,United States,null
NRRA,Station,FAJA,FAJA,738,ZIP: 738,18.31828,-65.66785,FAJARDO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,739,ZIP: 739,18.17681,-66.16055,CIDRA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,740,ZIP: 740,18.3322,-65.63429,PUERTO REAL,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,741,ZIP: 741,18.16564,-65.75563,PUNTA SANTIAGO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,742,ZIP: 742,null,null,CEIBA,null,United States,null
NRRA,Station,FAJA,FAJA,744,ZIP: 744,null,null,RIO BLANCO,null,United States,null
NRRA,Station,FAJA,FAJA,745,ZIP: 745,18.34827,-65.8172,RIO GRANDE,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,751,ZIP: 751,18.01021,-66.24751,SALINAS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,754,ZIP: 754,18.1457,-65.97606,CERRO GORDO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,757,ZIP: 757,17.99728,-66.38891,SANTA ISABEL,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,765,ZIP: 765,18.12852,-65.44088,VIEQUES,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,766,ZIP: 766,18.13299,-66.47703,VILLALBA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,767,ZIP: 767,18.07052,-65.89606,YABUCOA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,769,ZIP: 769,18.097,-66.36102,COAMO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,771,ZIP: 771,18.18746,-65.86932,LAS PIEDRAS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,772,ZIP: 772,18.43267,-65.90836,LOIZA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,773,ZIP: 773,18.34174,-65.7274,LUQUILLO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,775,ZIP: 775,18.31347,-65.29017,CULEBRA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,777,ZIP: 777,18.22357,-65.90881,JUNCOS,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,778,ZIP: 778,18.26339,-65.97936,GURABO,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,780,ZIP: 780,18.10416,-66.57175,COTO LAUREL,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,782,ZIP: 782,18.22544,-66.22218,COMERIO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,783,ZIP: 783,18.3041,-66.32847,COROZAL,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,784,ZIP: 784,18.00544,-66.13392,GUAYAMA,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,785,ZIP: 785,null,null,GUAYAMA,null,United States,null
NRRA,Station,FAJA,FAJA,786,ZIP: 786,18.15536,-66.22992,LA PLATA,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,791,ZIP: 791,18.14069,-65.818,HUMACAO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,792,ZIP: 792,null,null,HUMACAO,null,United States,null
SIGA,Station,SIGA,SIGA,794,ZIP: 794,18.20154,-66.30873,BARRANQUITAS,Puerto Rico,United States,null
PSEA,Station,PSEA,PSEA,795,ZIP: 795,18.05932,-66.50178,JUANA DIAZ,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,901,ZIP: 901,18.46532,-66.10485,OLD SAN JUAN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,902,ZIP: 902,null,null,OLD SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,906,ZIP: 906,18.46446,-66.09499,PTA DE TIERRA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,907,ZIP: 907,18.45313,-66.07778,CONDADO,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,908,ZIP: 908,null,null,SANTURCE,null,United States,null
NRRA,Station,NRRA,NRRA,909,ZIP: 909,18.44153,-66.06723,SAN JUAN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,910,ZIP: 910,null,null,SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,911,ZIP: 911,18.45135,-66.05631,SAN JUAN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,912,ZIP: 912,18.44534,-66.06018,SAN JUAN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,913,ZIP: 913,18.45022,-66.04266,BORINQUEN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,914,ZIP: 914,null,null,SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,915,ZIP: 915,18.43691,-66.04562,BO. OBRERO,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,916,ZIP: 916,null,null,SAN JUAN,null,United States,null
SIGA,Station,SIGA,SIGA,917,ZIP: 917,18.4214,-66.05005,HATO REY,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,918,ZIP: 918,18.42138,-66.06589,HATO REY,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,919,ZIP: 919,null,null,HATO REY,null,United States,null
SIGA,Station,SIGA,SIGA,920,ZIP: 920,18.41573,-66.08887,CAPARRA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,921,ZIP: 921,18.39225,-66.08854,CAPARRA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,922,ZIP: 922,null,null,CAPARRA HEIGHTS,null,United States,null
NRRA,Station,NRRA,NRRA,923,ZIP: 923,18.40955,-66.03866,RIO PIEDRAS,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,924,ZIP: 924,18.39826,-66.01288,RIO PIEDRAS,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,925,ZIP: 925,18.40033,-66.05053,RIO PIEDRAS,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,926,ZIP: 926,18.3462,-66.05234,CUPEY,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,927,ZIP: 927,18.38874,-66.07191,RIO PIEDRAS,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,928,ZIP: 928,null,null,RIO PIEDRAS,null,United States,null
NRRA,Station,NRRA,NRRA,929,ZIP: 929,null,null,RIO PIEDRAS,null,United States,null
NRRA,Station,NRRA,NRRA,930,ZIP: 930,null,null,RIO PIEDRAS,null,United States,null
NRRA,Station,NRRA,NRRA,931,ZIP: 931,null,null,SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,933,ZIP: 933,null,null,SAN JUAN,null,United States,null
SIGA,Station,SIGA,SIGA,934,ZIP: 934,18.41138,-66.124,BUCHANAN,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,935,ZIP: 935,null,null,CENTRO MEDICO,null,United States,null
SIGA,Station,SIGA,SIGA,936,ZIP: 936,18.39548,-66.07376,HATO REY,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,937,ZIP: 937,null,null,AIRPORT STATION,null,United States,null
SIGA,Station,SIGA,SIGA,938,ZIP: 938,null,null,HATO REY,null,United States,null
NRRA,Station,NRRA,NRRA,939,ZIP: 939,null,null,SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,940,ZIP: 940,null,null,MINILLAS CENTER,null,United States,null
SIGA,Station,SIGA,SIGA,949,ZIP: 949,18.43017,-66.20884,LEVITTOWN,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,950,ZIP: 950,18.46208,-66.2376,LEVITTOWN,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,951,ZIP: 951,18.42839,-66.25661,TOA BAJA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,952,ZIP: 952,18.42748,-66.18207,LEVITTOWN,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,953,ZIP: 953,18.36312,-66.2475,TOA ALTA,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,954,ZIP: 954,null,null,SAN JUAN,null,United States,null
SIGA,Station,SIGA,SIGA,956,ZIP: 956,18.32082,-66.17175,BAYAMON,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,957,ZIP: 957,18.36734,-66.18869,BAYAMON,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,958,ZIP: 958,null,null,BAYAMON,null,United States,null
SIGA,Station,SIGA,SIGA,959,ZIP: 959,18.38482,-66.15585,BAYAMON,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,960,ZIP: 960,18.41701,-66.14444,BAYAMON,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,961,ZIP: 961,18.41011,-66.16537,BAYAMON,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,962,ZIP: 962,18.43903,-66.13928,BDA VIETNAM,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,963,ZIP: 963,null,null,CATANO,null,United States,null
SIGA,Station,SIGA,SIGA,965,ZIP: 965,18.43385,-66.11486,GUAYNABO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,966,ZIP: 966,18.40226,-66.11758,GUAYNABO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,967,ZIP: 967,null,null,GUAYNABO,null,United States,null
SIGA,Station,SIGA,SIGA,968,ZIP: 968,18.40611,-66.10124,GUAYNABO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,969,ZIP: 969,18.36751,-66.10852,GUAYNABO,Puerto Rico,United States,null
SIGA,Station,SIGA,SIGA,970,ZIP: 970,null,null,GUAYNABO,null,United States,null
SIGA,Station,SIGA,SIGA,971,ZIP: 971,18.32131,-66.11811,GUAYNABO,Puerto Rico,United States,null
NRRA,Station,FAJA,FAJA,975,ZIP: 975,null,null,SAN JUAN,null,United States,null
NRRA,Station,NRRA,NRRA,976,ZIP: 976,18.33844,-65.99209,TRUJILLO ALTO,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,977,ZIP: 977,null,null,TRUJILLO ALTO,null,United States,null
NRRA,Station,NRRA,NRRA,978,ZIP: 978,null,null,SAINT JUST,null,United States,null
NRRA,Station,NRRA,NRRA,979,ZIP: 979,18.43651,-66.017,CAROLINA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,981,ZIP: 981,null,null,CAROLINA,null,United States,null
NRRA,Station,NRRA,NRRA,982,ZIP: 982,18.40992,-65.9917,CAROLINA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,983,ZIP: 983,18.41804,-65.97631,CAROLINA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,984,ZIP: 984,null,null,CAROLINA,null,United States,null
NRRA,Station,NRRA,NRRA,985,ZIP: 985,18.40825,-65.94842,CAROLINA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,986,ZIP: 986,null,null,CAROLINA,null,United States,null
NRRA,Station,NRRA,NRRA,987,ZIP: 987,18.33934,-65.94312,CAROLINA,Puerto Rico,United States,null
NRRA,Station,NRRA,NRRA,988,ZIP: 988,null,null,CAROLINA,null,United States,null
SJUI,Station,SJUI,SJUI,990,ZIP: 990,null,null,SAN JUAN,null,United States,null
SIGT,Station,SIGT,SIGT,995,ZIP: 995,null,null,APPLE BEE,null,United States,null
SIGT,Station,SIGT,SIGT,996,ZIP: 996,null,null,HOPPS,null,United States,null
SIGT,Station,SIGT,SIGT,997,ZIP: 997,null,null,JERK,null,United States,null
SIGT,Station,SIGT,SIGT,998,ZIP: 998,null,null,PINTO,null,United States,null
EHTA,Station,EHTA,EHTA,1001,ZIP: 1001,42.06259,-72.62589,AGAWAM,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1002,ZIP: 1002,42.37492,-72.4621,AMHERST,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1003,ZIP: 1003,42.39192,-72.52479,AMHERST,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1004,ZIP: 1004,null,null,AMHERST,null,United States,null
ORHA,Station,FICA,FICA,1005,ZIP: 1005,42.42017,-72.10615,BARRE,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1006,ZIP: 1006,null,null,BARRE PLAINS,null,United States,null
BAFA,Station,BAFA,BAFA,1007,ZIP: 1007,42.27875,-72.40036,BELCHERTOWN,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1008,ZIP: 1008,42.18428,-72.95203,BLANDFORD,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1009,ZIP: 1009,42.20972,-72.33971,BONDSVILLE,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1010,ZIP: 1010,42.12863,-72.20624,BRIMFIELD,Massachusetts,United States,null
PSFA,Station,PSFA,PSFA,1011,ZIP: 1011,42.29652,-72.95968,CHESTER,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1012,ZIP: 1012,42.38699,-72.84634,CHESTERFIELD,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1013,ZIP: 1013,42.1595,-72.60825,CHICOPEE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1014,ZIP: 1014,null,null,CHICOPEE,null,United States,null
EHTA,Station,FXMA,FXMA,1020,ZIP: 1020,42.17637,-72.56538,CHICOPEE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1021,ZIP: 1021,null,null,CHICOPEE,null,United States,null
EHTA,Station,FXMA,FXMA,1022,ZIP: 1022,42.19731,-72.54267,CHICOPEE,Massachusetts,United States,null
PSFA,Station,PSFA,PSFA,1026,ZIP: 1026,42.4633,-72.92024,CUMMINGTON,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1027,ZIP: 1027,42.29508,-72.74309,EASTHAMPTON,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1028,ZIP: 1028,42.05968,-72.49908,EAST LONGMEADOW,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1029,ZIP: 1029,42.19632,-73.04836,BIG POND,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1030,ZIP: 1030,42.06886,-72.67998,FEEDING HILLS,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1031,ZIP: 1031,42.32934,-72.19822,GILBERTVILLE,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1032,ZIP: 1032,42.45031,-72.81299,GOSHEN,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1033,ZIP: 1033,42.26081,-72.50363,GRANBY,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1034,ZIP: 1034,42.08485,-72.95765,GRANVILLE,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1035,ZIP: 1035,42.35564,-72.56921,HADLEY,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1036,ZIP: 1036,42.06369,-72.4159,HAMPDEN,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1037,ZIP: 1037,42.37011,-72.19771,HARDWICK,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1038,ZIP: 1038,42.38548,-72.60701,HATFIELD,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1039,ZIP: 1039,42.40629,-72.69363,HAYDENVILLE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1040,ZIP: 1040,42.21256,-72.64107,HOLYOKE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1041,ZIP: 1041,null,null,HOLYOKE,null,United States,null
EHTA,Station,EHTA,EHTA,1050,ZIP: 1050,42.28784,-72.86986,CRESCENT MILLS,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1053,ZIP: 1053,42.35347,-72.71162,LEEDS,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1054,ZIP: 1054,42.47363,-72.48746,EAST LEVERETT,Massachusetts,United States,null
PSFA,Station,PSFA,PSFA,1055,ZIP: 1055,null,null,LITHIA,null,United States,null
EHTA,Station,FXMA,FXMA,1056,ZIP: 1056,42.19211,-72.45804,LUDLOW,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1057,ZIP: 1057,42.09164,-72.32432,MONSON,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1059,ZIP: 1059,null,null,AMHERST,null,United States,null
BAFA,Station,BAFA,BAFA,1060,ZIP: 1060,42.32229,-72.63128,NORTHAMPTON,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1061,ZIP: 1061,null,null,NORTHAMPTON,null,United States,null
BAFA,Station,BAFA,BAFA,1062,ZIP: 1062,42.32188,-72.69278,BAY STATE VILLAGE,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1063,ZIP: 1063,42.31901,-72.63905,NORTHAMPTON,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1066,ZIP: 1066,42.40763,-72.6548,NORTH HATFIELD,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1068,ZIP: 1068,42.35002,-72.04606,OAKHAM,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1069,ZIP: 1069,42.18807,-72.30555,PALMER,Massachusetts,United States,null
PSFA,Station,PSFA,PSFA,1070,ZIP: 1070,42.51853,-72.92391,PLAINFIELD,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1071,ZIP: 1071,42.16035,-72.86,RUSSELL,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1072,ZIP: 1072,42.45737,-72.41841,SHUTESBURY,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1073,ZIP: 1073,42.23083,-72.73857,SOUTHAMPTON,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1074,ZIP: 1074,42.38672,-72.09404,SOUTH BARRE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1075,ZIP: 1075,42.25674,-72.57923,SOUTH HADLEY,Massachusetts,United States,null
EHTA,Station,EHTA,EHTA,1077,ZIP: 1077,42.05437,-72.77851,SOUTHWICK,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1079,ZIP: 1079,42.19437,-72.33014,THORNDIKE,Massachusetts,United States,null
EHTA,Station,FXMA,FXMA,1080,ZIP: 1080,42.18206,-72.36564,THREE RIVERS,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1081,ZIP: 1081,42.06234,-72.23095,WALES,Massachusetts,United States,null
BAFA,Station,BAFA,BAFA,1082,ZIP: 1082,42.2948,-72.27776,HARDWICK,Massachusetts,United States,null
ORHA,Station,FICA,FICA,1083,ZIP: 1083,42.20382,-72.19495,WARREN,Massachusetts,United States,null
PSFA,Station,PSFA,PSFA,1084,ZIP: 1084,42.39038,-72.88089,WEST CHESTERFIELD,Massachusetts,United States,null
